T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,10896.126806703616,6774.898280815442,-148.83391988964564,5335.777954140101,0.6574170796217967,0.0145705803941164,,0.3615187968716584,13.82728916360502,14933164.272722565,5467.913400805115,0.350099129867618,9.426782576834935e-05,132496371.39792988,5.378206798518312
2,10909.514453552883,6798.775046582283,-146.79416486453084,5304.676723133377,0.6574198290314672,0.0144386683716298,,0.3626592176230471,13.665859560882264,21917257.507056188,5491.025890246374,0.3540588525208353,9.43952109301752e-05,137620892.74540684,5.375550291042757
3,10897.122091469357,6732.444867687958,-144.70563055303083,5533.694596602922,0.6515703449143415,0.0153105318507973,,0.359061006106172,13.300983424364963,11860862.44111519,5481.70089349255,0.3481961672490652,9.311199300260049e-05,124550608.46305828,5.386557602777166
4,10934.257920635622,6829.997585982175,-142.96542474005375,5092.993872015256,0.6576945010549223,0.0142334517014245,,0.3630684525219253,13.373179636206585,20455429.37424992,5503.843127298897,0.3551226635764553,9.392591305242084e-05,126026219.74062556,5.368586866085991
5,10926.924387416198,6835.8081727812605,-140.84232582955264,5184.361852416913,0.6578987784813163,0.0147941416943606,,0.3615550247085339,13.230296418204324,14684568.70455736,5512.3679909525135,0.3491784980364149,9.34581147106727e-05,126116955.31976442,5.363383954290215
6,10928.545310146892,6866.985313959999,-137.92074051568983,5142.648042845559,0.6591529182793726,0.0146087710249036,,0.3618143488777363,13.072512443752329,18379066.39545094,5540.89420777295,0.353109515741018,9.365407554570608e-05,124941986.09267278,5.357450502991271
7,10904.113046213166,6832.340266368051,-134.92217598990098,5079.062209912074,0.6562906344720223,0.0146778441291777,,0.3583395630354734,12.728041422348834,22219000.19281197,5547.505468321931,0.3524748927549543,9.267744645894996e-05,115504931.33632708,5.362266574576956
8,10889.08746960299,6790.5485327728165,-130.64765796189252,4946.312456640018,0.6614657540170413,0.0149308391500503,,0.3587431200414874,12.447755788005832,16545990.23505604,5500.995399302763,0.355800617544573,9.339074596997396e-05,118669958.06407002,5.372572537954198
9,10805.427963384149,6651.156296180712,-126.77961493464224,4895.909302554434,0.661383078029771,0.0156103029034926,,0.3548704541489818,11.932581686601926,9185305.586929156,5422.082608633223,0.3514541723020493,9.288106907643735e-05,109683835.04818024,5.399386221273364
10,10699.153615382018,6481.922448530019,-122.78635014603095,4904.256233617409,0.6613578078168459,0.0164596431990185,,0.3486161833478218,11.252884962421904,8080684.016231715,5331.619142779467,0.3468567115237105,9.295549154920304e-05,98507797.72614424,5.42783664595272
11,10563.30229546382,6136.079662588231,-121.16767565391594,5142.3639249256485,0.6607574971001752,0.0176723008407464,,0.3419632682209569,10.74076943436306,4323223.920240137,5115.872988585148,0.3454351485880533,9.26925631681769e-05,88898046.15470797,5.498003719153871
12,10395.605836709845,5607.239969893618,-125.1143989391452,5532.049786882194,0.664582423475609,0.0165256479552434,,0.3378349597696438,10.836045255821244,2185332.773780613,4734.669591372324,0.3441019404801505,9.32169747576092e-05,92733278.30545992,5.622870542741816
13,10214.98892236204,5182.385829807154,-132.20371098758395,6513.4904435960425,0.6642583466478396,0.0158705274792928,,0.3322120493584505,11.155536331388651,1189546.937095492,4433.009770708635,0.3413564503315872,9.30014625801223e-05,101573335.5394347,5.732728796845223
14,10083.2280000498,4841.342662028325,-142.91814422428786,8339.784754771052,0.6619268792845092,0.014244896917277,,0.3272273442683084,11.614966178360962,820229.8899735964,4189.2032478943165,0.3402204959941357,9.24810559554214e-05,114783920.5549604,5.829131679088034
15,9978.687940855169,4548.374172762903,-157.64693827601494,9529.56809383674,0.6596188280461935,0.0130061571572249,,0.323175015922902,12.482974410951046,650925.5337395476,3971.4907708594233,0.3489552604564049,9.202243620533186e-05,125465812.84218432,5.918146097593115
16,9854.258585572255,4292.097157333383,-178.7128836880596,11781.071892011249,0.6589239272623044,0.0112617890689701,,0.3205781762761308,14.010676768176422,494058.4394229309,3773.724855138528,0.3547912194692302,9.178524453488872e-05,152991504.47935474,6.001962369025522
17,9787.483691490088,4091.548945817691,-201.27732861906932,13481.289435396828,0.6569365595016946,0.0108275040167309,,0.3197472471685528,15.809337263892449,374044.4561202577,3616.145687552063,0.3569364773329727,9.110851149857687e-05,169961189.34945294,6.076253158914426
18,9753.667725203904,3930.931930204595,-228.624940323914,15430.367831446318,0.6540712947435415,0.009800443888144,,0.3195064243111617,17.924042414876055,331618.22345072345,3497.0587056750173,0.3660410225047913,9.04447577598284e-05,199439172.1329534,6.142635207602634
19,9730.352968475492,3837.26550524567,-247.0610058319448,17587.10591018149,0.6523159346617841,0.0095683983538626,,0.3200903275657397,19.204903579971624,297062.5219343973,3422.9366876891213,0.3676751647092581,9.01398021857578e-05,205809056.6918239,6.181079902633842
20,9718.695656273894,3786.971600870148,-258.41340207701745,18874.725330674883,0.6519696321144698,0.0089198992031308,,0.3213888325002264,19.85175342392483,299618.17151648586,3380.718509365975,0.3626121800883868,9.025930612695184e-05,227898095.40535304,6.19919057768865
21,9750.008883647492,3749.4984258400873,-275.4354438574179,19675.43444231438,0.6506801457702536,0.0092916325493221,,0.324591728085588,21.21121024274549,318330.43332549697,3347.2402251194308,0.3704644058934249,9.025137351476092e-05,233428972.109684,6.217702614338995
22,9821.218137725951,3725.597189459095,-297.3051397990681,24298.489327566647,0.6482093899040617,0.0082293209811341,,0.3288025160373553,23.28571269767562,372704.7597633443,3324.687246252739,0.3789558952002429,9.009556220204183e-05,295219290.097168,6.236982052141778
23,9891.46079271706,3785.6067537426457,-308.6356847719378,24453.087802261616,0.6472882394805813,0.0076194492493946,,0.3319966123776985,24.32537953714157,410055.46856677096,3365.63762274297,0.3739535879946812,9.020131444465288e-05,317518118.0656913,6.221948217704296
