T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,8048.821139286145,5304.730686559616,-220.71362128389592,18915.726224019345,0.4312580460294629,0.0100640004814306,,0.2914402525771433,15.79120571242953,7963583.666654525,4598.056021593848,0.3650980180915906,8.258218812861488e-05,107953920.9247225,5.5011450728719336
2,8058.192831145783,5141.129142067946,-242.98402533989184,20330.500759680795,0.4386276025159397,0.0099874456043465,,0.2901397861704528,18.09431261080392,6275302.138239196,4475.411728908882,0.3558668402380551,8.23654730486772e-05,126675856.34631358,5.548401643585333
3,7915.370789408456,4856.315152163553,-264.9888854467916,22338.98637284088,0.4392363107377602,0.0093499187171685,,0.2805775740805136,19.77070069247957,3611215.643031012,4279.536788752929,0.3567429638605234,8.083200876481987e-05,127944833.1546132,5.621173290710554
4,8069.240896628792,5082.680947703201,-240.59276202523125,20582.490671010182,0.4465460707019054,0.0096819695241237,,0.2908408408659153,18.033154484767785,6053135.958794845,4432.992705006973,0.3592254724325027,8.2570463230469e-05,135324157.57739636,5.559080565938991
5,8053.70656259113,5162.673614285575,-219.3179851510654,18251.669119367576,0.4476722218986521,0.0094941824244619,,0.2900366303294053,15.916183390165878,6736949.620385148,4492.8565547932885,0.3526001134286634,8.284115874886508e-05,126717264.12033352,5.531643034090887
6,8080.276372323886,5234.547856871918,-199.4957642341841,17396.11137714104,0.4490203444001847,0.0100421882327046,,0.2882914466230422,14.24675032927268,7322028.074416117,4561.7631774252495,0.3559478974036258,8.255541571345826e-05,118205601.54368056,5.5059474559097925
7,8015.874159943623,5333.258537012362,-184.7779890841512,16864.71861202731,0.4485621912034358,0.0125166174978906,,0.2817102252185554,12.16645297184058,6977503.324557034,4649.908313754491,0.3540361484299247,8.205172045294427e-05,88267326.70101291,5.46759443912497
8,8253.368732247334,5782.942811013743,-193.9940749117733,11831.245655159282,0.4620680629947059,0.0143641361635425,,0.2938065376380737,10.66384221155908,12542365.590491831,4935.326862887778,0.3608786525043427,8.625483877624431e-05,76439355.82389729,5.347831726753541
9,8288.160143548053,5757.103523736347,-250.61711035444176,10024.91291088099,0.4767978587510293,0.0156233874754274,,0.2943454796109231,13.316530588478797,11825481.213229043,4909.941851004233,0.3632808558081996,8.791460856579406e-05,94700882.80316845,5.339463702581714
10,8206.165924924475,4952.969771535835,-375.0622058358581,13863.172393306137,0.4800135208962111,0.0153469795200749,,0.2909980857336634,18.480143418971643,4712923.59008311,4320.455483718696,0.3683421041738918,8.806386718014871e-05,153009971.62039918,5.550066764123991
11,8038.001986006821,4710.85827246467,-500.50471203810014,15443.644871561057,0.4559868627252582,0.0190521625838071,,0.2862321881481033,18.837803631329702,2137393.35750158,4122.358024730921,0.3817014241253303,8.744153134596318e-05,153149337.9914784,5.628081668212638
12,7989.43188414538,4096.385821410856,-601.3019249939307,18550.45686879807,0.4410070606363787,0.0192830077819726,,0.2903944153958712,19.982519169087777,1391278.8113064566,3622.5681474653375,0.3959931356056334,8.864349259145035e-05,196122382.7797213,5.845173068029499
13,7785.72437310393,3925.5935788828697,-626.7259284110485,21716.26270723341,0.4222669143080829,0.0188358492980241,,0.2863152015846724,20.79912555188116,1172223.0068041116,3484.3603784772863,0.3948694180309918,8.698762554832275e-05,191521484.6287875,5.919741869423823
14,7626.8679806911805,3931.181390237023,-454.2355640555868,24893.614560252063,0.4169429347957498,0.0180936094247736,,0.2786681136081864,16.96433092071229,1032694.9741039271,3501.8201207011107,0.3916718056644684,8.569815906487353e-05,147847158.45972955,5.917516801460422
15,7457.083465904129,3685.212280070417,-413.6164088539757,32971.74024466784,0.4022259967083048,0.0152412508224516,,0.2710382224134199,17.972615349724787,903620.5107589262,3315.367365026566,0.3966152181304359,8.361676555994204e-05,140082179.24423876,6.01565205331787
16,7292.3938510601565,3373.2821128801656,-424.56988077182456,42401.76496978221,0.379833040935934,0.0141238810105945,,0.2682756866659062,19.59207814831476,687935.9530885423,3054.3793592628854,0.3937660647985754,8.204390306381424e-05,113803304.68101469,6.1557447524773306
17,7212.449422979713,3137.832333174475,-466.89500768733393,52879.26224542526,0.369701261392325,0.0144016798402531,,0.2666602295686457,20.077308975009945,627007.299504437,2858.4179369612243,0.3971230735903527,8.075462769003478e-05,112964719.31666666,6.271508850302411
