T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,20597.03479636077,8937.670536194912,-1043.0342238707049,47493.108335661,0.4771896349195258,0.0015808470112255,,0.4037998088789244,290.4203523821002,57159092.51500801,7395.683500135432,0.4112066920235442,4.399487409141371e-05,10653643538.941788,5.704415442566496
2,20633.83077949653,8979.412818592458,-1034.7990109448565,47298.64536342637,0.4758325435835454,0.0015481752638846,,0.402952108478362,291.1999786409789,53595197.55205351,7433.691415658885,0.4040181121158284,4.402811696953123e-05,10816781476.685516,5.697984348349733
3,20664.57707810495,8807.041016219253,-1052.0577161721528,46917.70424138324,0.4728508498251459,0.0015917455049487,,0.405008761249397,297.8578339061999,30189991.93970421,7377.260781315686,0.3930606951056567,4.3493928117721314e-05,10829443141.940336,5.7154612002531024
4,20682.66066386064,9005.224471645564,-1051.781965325985,45655.22271869052,0.475397551256247,0.0014814726815735,,0.4011825959150081,305.0763398081906,50310372.58644269,7442.627039395866,0.4036194172414487,4.379409819185801e-05,11246538929.975124,5.696103731199833
5,20775.640331683466,8931.56093336766,-1040.577362088503,46432.30225744672,0.4744833469323533,0.001528670258722,,0.4036059193200164,304.5436272932311,45641490.418131255,7414.353204602679,0.4003511279385137,4.389850444765072e-05,10780455751.069971,5.700122626366966
6,20788.28861068462,8901.16163081892,-1022.8418343580452,45797.90779671376,0.4725201053465024,0.0016227597747472,,0.4069047162368384,296.2507021592716,36021326.422173426,7452.669568298427,0.3964627187852094,4.331396592186475e-05,10314242255.451872,5.698180651553061
7,20757.8988849,9044.132340206426,-1055.2399258145333,45821.1941892335,0.4744924250165602,0.0015433378804336,,0.4025427054890479,304.94844970153736,49582735.74956068,7460.8009699684735,0.4029954655879613,4.3780478044579776e-05,11248124125.168177,5.690106740543484
8,20770.286757879807,8843.929564444028,-1073.5552889300018,45584.43292238532,0.4742469812001175,0.0015336096581489,,0.4020582247717711,307.746623761649,47741568.69761084,7359.032100420519,0.3962683823529411,4.381133791785343e-05,10959367957.775614,5.709743224025904
9,20761.6867647828,8784.095384651391,-1057.5380487495056,45695.670834937264,0.4727854424995957,0.0016768454584355,,0.4071213796418239,308.7007478207794,32208631.761090778,7363.916339596118,0.392931408915956,4.340492347708793e-05,10553925999.589731,5.713782254875851
10,20718.207880744263,9009.994078685608,-1067.7329286902425,48621.140088028784,0.4728756455884617,0.0015495838718178,,0.4036335179200528,306.95534850851044,52494318.59837675,7432.960182339638,0.4019204946717786,4.383179860350081e-05,10976055680.916077,5.691679867905636
11,20778.21352546988,8879.462073162169,-1076.5722444885575,46295.9745832821,0.4693752170393883,0.0015854329484775,,0.4042270289794772,304.8073216287338,44371788.06382979,7398.545851144911,0.3932448299137717,4.341975481107155e-05,10889454386.221476,5.700911989257433
12,20747.53487451593,8918.658904205771,-1060.4031115741514,47920.959974082834,0.4671787414042784,0.0015293689376056,,0.4064414364113426,303.7734068731157,28607699.06830393,7476.097073278573,0.3975476053518392,4.279133235168273e-05,10692219958.201609,5.696917965739562
