T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,16482.729520614896,10294.38155823525,-82.45360466768376,2439.2296021979487,0.662815848672371,0.0098487305699463,,0.3922369927533635,17.288780295326788,80842063.78646712,8001.986335285964,0.3261688454707046,7.010606141905982e-05,193243412.47307345,5.12864433059579
2,16439.242275492685,10276.82208101668,-81.0040024784611,2279.298152606997,0.6623417054524473,0.0102952360203223,,0.3922924398452793,16.862143171500527,79140228.05793664,7981.602727077772,0.3272865182726089,7.019230891084666e-05,181212029.6481214,5.130473499627171
3,16372.67668351973,10165.89837533396,-80.04081603433626,2410.592737217518,0.6587617566459317,0.0116291171847901,,0.3883840416995195,16.276105037699487,60077986.7602924,7960.774515996701,0.3233989534682338,6.954542238248336e-05,150608242.23180497,5.1392772827477
4,16519.649294360344,10311.19716947072,-79.67910187267252,2246.417993936455,0.6670985700192573,0.0105625813400051,,0.3935156123364381,16.593778917674012,69337067.99257359,7969.914775637822,0.322041639698172,7.109676508898475e-05,174849806.7087917,5.128872289901339
5,16531.21106505206,10322.895920283054,-79.47889539574102,2155.7212941034486,0.6686295236488254,0.0104926025527997,,0.3942139079209071,16.51805034898893,81949610.41044655,7969.611798332799,0.3261014365818991,7.127054981577467e-05,188256679.75730777,5.127986319930209
6,16546.82530228545,10353.661665102174,-79.83525773932334,2198.439666084022,0.6693379487088339,0.0104783253920123,,0.3963927764524116,16.572831783865404,72498817.46137035,7965.302505373542,0.323509633140586,7.175338812213373e-05,211431170.5878096,5.121928390692362
7,16437.905955435566,10271.898693046429,-79.39119565373306,2311.119499765159,0.6644240979178085,0.0102222549118283,,0.3934085809102091,16.242059351427333,68637479.50269215,7953.3931693522845,0.3329393434630432,7.110661484055394e-05,194132751.19415823,5.12475860609448
8,16492.604734249275,10323.699660625316,-78.79521816417528,2186.504957028711,0.6693875179295414,0.010467251402776,,0.3961308305991068,16.27244549153396,68317428.8564654,7938.153263906438,0.3272209822904442,7.274771103862553e-05,207344837.18339324,5.115373042190232
9,16420.297240654105,10249.497075601126,-78.28798016399051,1966.610267878165,0.6688762346159002,0.010585624535033,,0.3937545636970472,15.811626807973008,72728631.1867362,7897.922375164325,0.3259487927804782,7.325866341025224e-05,205535247.4471679,5.118044092576167
10,16303.918663768824,10158.182063686909,-78.30239425614569,1891.773086995982,0.6701601056707364,0.0107450217806653,,0.3907739787989491,15.281255148422012,51568686.645678274,7831.675567866823,0.3287009805047503,7.403449767759163e-05,182597497.3456801,5.120864299636329
11,16181.277043104905,9976.124110044046,-78.56562045913189,2089.993990826035,0.6699705147311471,0.0122638397527906,,0.3868428775404489,14.722253544469428,53736376.5578413,7734.951714529887,0.3292711188416586,7.43086552911194e-05,163631898.32342008,5.139498005608421
12,16049.42402294747,9811.93665968662,-79.59443514137236,2117.768538667489,0.6759853459512082,0.0130060564721447,,0.3867280033273282,14.528982616587998,43532001.89709919,7581.338324466154,0.3316618128634947,7.581585357190565e-05,155282518.0109618,5.165539152125636
13,15902.053787815348,9554.383710015163,-80.80643435839809,2152.8828809615707,0.6775900185527542,0.0133426382900339,,0.3835848831097302,14.26053168755634,32607043.715910293,7426.122682788676,0.3313442778006062,7.63111771110825e-05,151410436.7216665,5.201680358099591
14,15711.176850903936,8993.70994295617,-82.94522239039614,2445.978358080245,0.6790137714055877,0.0117113041338184,,0.380678552098776,14.109128191431356,29532825.003874622,7103.807853039333,0.3348520334083419,7.667930191468954e-05,163348747.9942351,5.2843004152249184
15,15573.049289017354,8747.097292223265,-84.38843483769259,2437.5388927061854,0.6803524464553423,0.0120465974830727,,0.3789334652016687,13.803020993316684,14762050.341673898,6945.194209370858,0.3397606611534825,7.707742857325462e-05,172516429.44756338,5.323545938774761
16,15454.648680573464,8520.87097985414,-84.81551000660967,2435.8446975708,0.6836921569981685,0.0115843103480997,,0.3775975185356909,13.427456708177566,13201646.356250295,6758.705284605609,0.3436644486148648,7.793929751346814e-05,170897805.89943308,5.366064927880324
17,15385.636043656505,8041.997472741714,-87.60911302715775,2747.477703462087,0.6853368822777239,0.0118234342005145,,0.3759721030769294,13.443619753075202,13472976.2083241,6448.405052181855,0.3466400451571388,7.819657342280029e-05,225817016.6228157,5.452114604784494
18,15366.206321496846,7655.972878908225,-91.68065842557309,3287.758572987512,0.6855166883717665,0.0104537767962025,,0.3753612613111785,13.905540821890453,8104159.327057067,6220.314336830064,0.3424225180268185,7.762342481332883e-05,268392767.2670054,5.525108718452801
19,15369.78358423013,7481.749801429706,-97.38629997123834,3846.2113905391193,0.6848054623682402,0.0092532914388775,,0.3753946647412091,14.867514624425022,6391212.533750648,6112.40030661459,0.3460716627176415,7.694915449405245e-05,329701289.669431,5.569267520969723
20,15450.44069815004,7431.348703877536,-105.64883119410987,4429.906509284586,0.6826579284941849,0.0082682531328713,,0.3772032999661608,16.52175782432682,6327819.761316237,6076.857379139149,0.3451927921610593,7.594363604854645e-05,386397063.3828661,5.595669163063905
21,15550.635281524472,7394.187695862517,-117.47132651135776,4746.139139010868,0.6796204378939326,0.0074937004208887,,0.3801903485245365,18.928160202659857,6164733.288475171,6063.166486335024,0.3499073900459467,7.486816863106738e-05,474836254.6652246,5.619221540642775
