T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,16132.191365138457,7585.513988116043,-219.17769758314265,14605.114895706642,0.4687083257919208,0.004836188613376,,0.3976622732665882,27.02170723286056,19649271.7776636,6391.636629420887,0.3956423259506916,6.222485745819403e-05,817375185.5279962,5.488080069249102
2,16161.044754080922,7615.707766515205,-221.42411810055407,14505.183469623957,0.4699001577416922,0.0048330287831227,,0.3985919154340361,26.720943803252705,24341769.816655245,6389.37207814958,0.3975518329915224,6.312093420339138e-05,818523359.065429,5.479732908616218
3,16020.49958742794,7509.176651520447,-223.0653717528874,15277.757214924126,0.4670174075849584,0.0053774800850873,,0.3939154470049807,25.89381762229732,17155318.581397638,6337.5680709747885,0.3975755836546394,6.262835282555268e-05,741999564.9426098,5.489991841844652
4,16163.184926995584,7598.736413841314,-212.78047204775083,14793.14499454103,0.4766300444101299,0.0055217639000155,,0.3978536874190888,25.459672941732546,20710548.55985084,6368.471626054962,0.398805634090678,6.350142465454163e-05,774605460.8607683,5.478915697726704
5,16173.256600723136,7579.473079342887,-204.98491794614367,14269.780449811862,0.4811942424743098,0.0057187549657209,,0.3952633060535391,24.72562311781895,13800950.207902918,6365.519280173103,0.3869941209985618,6.319372136860862e-05,707564160.9782517,5.479773440351933
6,16163.006138709405,7671.996085284865,-196.6035523911717,12596.250446774497,0.4845452870949374,0.0056096681661897,,0.3977108472789768,24.69935326976532,15921604.838910889,6425.92731898119,0.3934805283118939,6.398266720936297e-05,688821643.5344276,5.454282184600493
7,16047.807454220969,7656.3831667249215,-190.04556798527608,12578.486635071586,0.4838635181222528,0.0053822631273281,,0.3931615228190343,24.46019802446416,12680045.713253587,6439.765636518074,0.3835716447380415,6.369357318401219e-05,640775391.9577368,5.4483180231540125
8,16117.538873660624,7661.555889549108,-190.1349518649361,12904.163865299255,0.4880378246802629,0.0053045720686462,,0.3941547974969929,24.866416310014973,10808037.140914015,6414.150218442305,0.3785582170538246,6.423495508219226e-05,687095408.8613945,5.454309706243735
9,16045.373701593662,7574.516532680881,-189.6043856475633,12542.361890373106,0.4868148382874298,0.0053853443499045,,0.3909090037225278,24.67578683329021,9823606.643349322,6368.60141124543,0.3833313170128618,6.373313273561825e-05,684881950.4792825,5.470724580656566
10,15873.625627838956,7518.578706745893,-190.9326016935452,12159.966064239945,0.4834110248681139,0.0053558099062741,,0.3873854826117896,24.12459702654819,9436363.324995795,6335.392732608897,0.3921177293678431,6.37320183930884e-05,676239735.5116457,5.474370939732912
11,15666.026504783522,7404.414162880112,-191.1891287372532,13356.751281584744,0.4811424440701856,0.0058617765085933,,0.3808610468229041,22.945908117053648,7674988.109143677,6272.406931356346,0.3903230495711918,6.331842251296393e-05,639857479.4934696,5.487754138525387
12,15492.492685935871,7367.266620062915,-187.1018123663437,11201.593823148653,0.4881421987955284,0.0064522689174344,,0.3774261542772273,21.278846025157268,7244610.39083157,6215.602059193701,0.387947780503946,6.389058181265105e-05,581237622.7198584,5.496448646206654
13,15295.712577560866,7320.228857042992,-184.7616625360068,11240.790893592392,0.4921994260000796,0.0070076858594677,,0.3722374457524211,19.779227311008256,6236293.893853467,6184.661923132278,0.3860037346744384,6.391609015108869e-05,512098678.46863866,5.500694882540423
