T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,19006.336909060967,8718.682712727323,-3008.47704928264,51700.14273159808,0.2863497616358453,0.0024693264933997,,0.4279787346836506,253.6505682102417,87387331.17568894,7155.288923638968,0.4068497608916004,4.940386314933408e-05,17125883888.581472,5.340122196946823
2,19028.20771380968,8639.918340100856,-2998.194205209202,53642.92103594575,0.2886818532720777,0.0025424225658245,,0.4271111392702337,254.6537712476811,79408497.56869918,7111.366745497323,0.4044480780827953,4.962645687235906e-05,16825781033.344994,5.353990100923899
3,19011.23221300902,8553.34564860995,-3002.5191647323945,52447.72137531309,0.2925475076125947,0.0026084445975516,,0.4292943097768686,254.7259032471389,71716954.74378055,7095.381618656727,0.4020819387174416,4.982830010263436e-05,16927725184.869158,5.363134380978447
4,18834.740588874607,8652.237176870984,-3007.1075311137715,51589.86796941479,0.2883782661636106,0.0024789146244342,,0.4238380917067372,253.6300728432015,101793727.64527014,7059.964003072897,0.4072224398706419,5.090671386299411e-05,16680804249.503454,5.350767743516712
5,18900.126788714635,8534.769194053804,-2999.848928582028,53202.373272743374,0.2833714305283549,0.0025558262816951,,0.4295390199880585,251.73429855209267,86910623.9225955,7044.676266495068,0.4009548649510859,5.00925937209324e-05,16213391314.842129,5.365009924294717
6,18976.11842446379,8635.144919516059,-2971.887282559804,51515.9050073501,0.2858883089199898,0.0025103721440865,,0.4284312081536558,250.45341259819008,68037810.19646017,7135.05899627892,0.4022663218186252,4.974752738113449e-05,16151983204.971905,5.3472983714779145
7,18821.66678580882,8709.567544945801,-2947.2957631456648,53105.943567025926,0.2868371424211401,0.0025350008752072,,0.4215230130197001,251.1696579746749,98490747.7596401,7117.609037597314,0.3967551858342294,5.0245881579093496e-05,16426431954.394394,5.334214536919287
8,18840.418887686807,8435.244875936443,-2902.9874846011544,50085.17927896874,0.2876533132917794,0.0025813158674431,,0.429772661925608,250.79394276482768,61267256.9930907,6994.904324108663,0.3907796409458344,4.9488844354881326e-05,15698695344.25306,5.37147989467915
9,18680.79847423858,8274.698014014652,-2894.410090102522,53835.81163653763,0.2845707019894565,0.0026192021635505,,0.4255527102227791,251.01269115747948,52697065.86057304,6846.891784950808,0.3943746950664158,5.034581511957743e-05,15497367893.76508,5.388981661822696
10,18445.80021677019,8212.504077806907,-2789.5317757776606,49069.86706451473,0.282538376277137,0.0026696905994957,,0.4206273749662698,247.14248425532708,44130838.14061783,6798.693969991098,0.3883658922508506,5.039595020871231e-05,14879262400.92884,5.400852965072881
11,18132.91439736332,7911.43794055187,-2652.627233808748,50856.16238153048,0.2808719232405669,0.002687152923135,,0.4226370780944168,240.21359904302017,37485346.56913528,6657.841534697978,0.3788388479690987,4.984716907352807e-05,13127218574.086718,5.4511145727485495
12,17906.265052977644,7764.487642066088,-2508.935502677733,51001.11730524294,0.2864880055930634,0.0027440238640215,,0.4120413593236475,237.10598359652192,36392500.11435499,6500.635491891028,0.3640794411877524,5.033788516297535e-05,12621853800.516188,5.477000030830054
13,17627.45346387037,7531.546944930584,-2369.6322675822234,48078.46804550261,0.2933470233506032,0.0027367211734724,,0.408708477611724,233.80691278291732,26601190.5921585,6350.546940296876,0.3636875888863226,5.004927956262024e-05,11499903529.782288,5.509720479681592
14,17441.32506856181,7304.043821724785,-2241.720401389289,46510.73699004881,0.2980707679103363,0.0027452241381048,,0.4097511288047367,230.25357227416052,17180460.2075738,6229.588111563529,0.349312857780471,4.967879936099368e-05,10451330366.390207,5.543442086331349
15,17106.1955514715,7270.025753477723,-2245.7046112994244,48425.32244725403,0.3012926311693525,0.0026667464177932,,0.4036885327586564,233.48719424523173,22058335.52945506,6161.99654408348,0.3493573294217287,4.999913620271348e-05,10745466822.339828,5.544785729312708
16,17053.69719485823,7193.982492062284,-2226.8526763150167,49038.04642125277,0.3006222242682904,0.002783592010047,,0.4046072946635553,233.66658418734875,13530057.196940046,6140.133352464477,0.3440146047581923,4.953492948832794e-05,10143715039.640856,5.55384789356402
17,17101.554415460814,7230.044084585959,-2123.4151985934704,49220.35892556615,0.2974921625212271,0.00274471500991,,0.4052423256169444,227.0112289842357,12657663.520786716,6182.545047626203,0.3422975277153236,4.9324313929377926e-05,9526887846.595362,5.543529661527496
18,17070.619523513644,7395.392175037873,-2089.756797619293,47962.30355871009,0.2979201603331419,0.0027338501431399,,0.4038842703355038,225.13987380805628,21593874.527532183,6272.374390370151,0.3486057745900274,4.956064835589916e-05,9619166309.698423,5.51411129439956
19,17185.02298763394,7440.722819808665,-2085.911940307352,47266.33068085356,0.3003837975648158,0.0027219913321673,,0.409202031444418,224.76628281934725,13504562.421570113,6336.827068376567,0.3520579846349462,4.938198372733823e-05,9528825174.709888,5.50321156568453
20,17278.882045934253,7591.583925347426,-2065.080019702714,44683.04301735564,0.3016195668738575,0.0026964253773027,,0.4083713241443638,223.61721784823945,19924187.97556589,6428.99639409896,0.3506549483252553,4.9624312578720575e-05,9815110471.702938,5.479102488235148
21,17290.811460356,7733.897463389664,-2080.686315818745,46718.64008600263,0.3048938281091913,0.0026587220061086,,0.4094698220427498,223.9701564743972,28113646.414633352,6496.1218770568685,0.3584503954811738,5.009685807702544e-05,10162943150.481796,5.458020287534672
22,17530.49116758762,7711.4045295130845,-2137.8335037896163,46542.02390758358,0.3075444785534177,0.0027278838128564,,0.415215521813101,225.94945953570684,23468215.67286708,6508.022244311475,0.3610770110708429,4.992520408075647e-05,10460485735.465424,5.463623192878381
23,17773.483722512025,7837.835608004814,-2209.1514259319133,45516.95518505466,0.3090469427231397,0.0026835747993923,,0.4163999483609331,229.4996248620809,32298787.58499984,6554.906516937001,0.3710063469187838,5.025459432607499e-05,11359697947.114595,5.450543963917669
24,17916.87990378008,7886.262868092112,-2262.6423227533155,46906.04327676899,0.3102822379520488,0.0026453485953872,,0.4179547214764799,231.4580418604527,45484346.96094915,6585.474099440627,0.3690682079189341,5.08328966824256e-05,11763023889.782406,5.451480393198403
25,18025.106779259568,7919.027420570962,-2284.218202800239,46562.70277519002,0.3117248167007403,0.0027495200749517,,0.4195088293464067,230.987640336454,40748822.5861067,6618.428180616433,0.374990367236929,5.1095508185484536e-05,11927079392.153204,5.447571313702862
26,18070.47293909053,8042.147015488057,-2380.758477039757,47271.12621353872,0.3081969926879742,0.0026628788117264,,0.4139530595565608,233.92042105213852,62310468.8739174,6644.461707925871,0.3822881470197869,5.22074695627945e-05,12775673662.769884,5.43079362502138
27,18234.603166938203,8023.972669355229,-2474.048536392641,47640.25649147097,0.3037030822217871,0.0026295466615655,,0.420372838080131,235.69196517117308,49090049.11949773,6664.208147408092,0.3777052129653225,5.2072200424938086e-05,13102348677.805758,5.432999826032779
28,18330.99485932041,8142.222055436038,-2528.531560888189,47818.82292959966,0.3017133811912014,0.0026945460139311,,0.4231511183805911,236.40617028029124,43530310.97727664,6775.904044592044,0.3803556276500308,5.128761242757532e-05,12979840418.44484,5.414217582548835
29,18349.82907178137,8291.92525750019,-2555.6597804075814,47601.825134251776,0.3048489385181632,0.0027520135900464,,0.4170654689719892,238.41353322186512,68329451.802172,6815.990791263195,0.3881398319236267,5.1807425331655896e-05,13652309087.1157,5.395522337446388
30,18529.279462606195,8177.814924980804,-2574.577670350576,49205.07662264812,0.3075578724957373,0.0026995852881199,,0.4251664782726601,239.7324297474321,47009612.93266181,6795.349866992335,0.3883631354489457,5.136196134947706e-05,13509962500.554531,5.412919505293076
31,18517.18377726361,8245.415472838831,-2623.210527062329,48307.396764792415,0.3071967456732741,0.0026567692881037,,0.4204325509912048,240.69992082976952,52653133.983235866,6818.537294376003,0.3773130508169657,5.182866784204671e-05,14035303107.31801,5.39751699584447
32,18559.14980275544,8378.257859894993,-2630.686204141647,48231.70427354083,0.3034445743315476,0.0027172480001507,,0.4172644522171632,240.31791053720448,72318812.37937823,6872.209447221308,0.3853599904681735,5.200566492052909e-05,14301910163.305944,5.377112180435915
33,18635.63421597528,8308.06060333557,-2620.5855349437866,49502.57840349186,0.2974514222638454,0.0027446177092295,,0.4276650000677883,239.06502447143305,60852117.935004905,6903.116864891445,0.3841341663597665,5.072684661100628e-05,13802561557.757042,5.385360115718945
34,18718.04509491999,8569.267827867436,-2621.2600931976344,48039.166454584185,0.2978849562848915,0.0026125921333521,,0.4234431951612097,240.537716801068,65481691.59999263,7041.586910720706,0.3922196169909979,5.066306545040076e-05,14075739685.730976,5.347306644293616
35,18736.74438570044,8652.025490616548,-2639.752734271007,46985.56710527682,0.2977933849693152,0.0026935728821545,,0.421582732092102,242.4556728930868,74287771.81374288,7114.428792715595,0.3945591558836116,5.034719835716599e-05,14576981928.57841,5.334010980919869
36,18667.47817290791,8448.960307962618,-2647.1144300563674,46781.12408376784,0.2981143588694812,0.0025531498198951,,0.4272791360829843,243.9728717631156,58686912.10257776,7022.616462680424,0.3898763665555291,4.9808869112253765e-05,13878533880.566778,5.357201763423682
