T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,17339.22237041334,9020.407293018428,-82.27730890850641,3274.4487208070914,0.5908557203704711,0.0075210370695272,,0.3887811996407407,32.31238192371356,16093060.689848782,7242.756717126183,0.3305435244626673,6.092868677380448e-05,2178528510.693752,5.4982154348867125
2,17440.523986296972,8995.672839345963,-82.88905918121117,3310.5665573521987,0.5874236205512908,0.0070024617862411,,0.3896951099585501,32.03183318137786,15869844.075606752,7263.448157254945,0.3269567581618903,6.012186616734301e-05,2115306253.5976045,5.501406940347054
3,17416.37371879052,9113.848313002854,-82.82522506114455,3334.0587060976245,0.5909317002886205,0.0068962028606249,,0.3905857537948798,32.38694596907358,25002645.00315392,7291.350900592588,0.3310626859693564,6.093831288518938e-05,2204698930.057569,5.48315395100648
4,17440.700958887308,9127.680885024656,-82.72204178940834,3214.3899003827687,0.5910300889867471,0.0071772110274949,,0.3918228325752836,32.1312915596032,20387930.654382225,7302.098024821744,0.3354268496069733,6.121325102659827e-05,2175365057.572112,5.480731380501101
5,17445.031345998686,9067.88290942123,-82.36338777689298,3415.9453120516937,0.5880631400777825,0.0066740343877127,,0.3895556383994162,31.26626372972886,20180933.221164346,7281.257699186788,0.3305884266009722,6.094111242380926e-05,2135094142.6628776,5.487625317552798
6,17401.522312763955,9073.571917985984,-81.83547156816033,3430.7171235257865,0.5869525182808708,0.0064200644397057,,0.389065091340354,30.54213562098696,23007453.13341156,7274.588047493707,0.3410826347726086,6.118347981183145e-05,2055934476.0704827,5.48316310085743
7,17433.373664470495,9168.43337658967,-81.7851847456606,3478.5250925679347,0.5884633765011968,0.0066448866587515,,0.3911455600566317,30.166571705097297,23069859.40001408,7327.446550662257,0.3362889361124754,6.100009058922111e-05,2103497706.7226868,5.474473215662247
8,17433.15712213086,9226.353179340773,-81.53056902662607,3477.642865075417,0.5891079248088326,0.0061291950874692,,0.3913973604937529,29.725771842916338,31068715.94300134,7367.971934910626,0.3388286140897745,6.0739813539643694e-05,2032970333.9370563,5.466406489479224
9,17443.308965098113,9228.979665195951,-81.0061153839353,3444.911572890298,0.5884174214430415,0.0063990278689242,,0.3913490548765868,29.25064767211326,21739544.703023948,7378.926013645735,0.3412777237242936,6.030684312692069e-05,1993819454.9085803,5.4624760276271855
10,17548.657897367313,9240.40256942642,-81.4714022609937,3448.0405503552147,0.5884379229605652,0.0059492085271725,,0.3901543160588757,30.08549633420136,21145655.73373267,7400.327689081248,0.3295325180888879,5.961004660608294e-05,2047150374.2826304,5.470528521695249
11,17507.374279132688,9268.046664936412,-82.45498340720467,3542.087882091847,0.5887630107543191,0.0059338155175791,,0.3907489494630142,31.15912930060093,27029969.290704973,7391.349934707659,0.3320809873623682,5.98911292675832e-05,2145880747.5645075,5.470140513492887
12,17506.86010061291,9219.454944199326,-82.45722019122512,3620.305059063722,0.5887434136705543,0.006138558074048,,0.390453324890638,31.82894905603125,24104321.99794016,7361.156857434208,0.3404221453287197,6.01796858191593e-05,2216263245.007261,5.475655555264016
13,17566.49233481502,9125.760433428495,-81.5520607208605,3565.574849804939,0.5879738000296996,0.0063824573819736,,0.3909848573236582,31.83936824088173,19243998.14364944,7335.653993409609,0.335395437778247,6.013306722343616e-05,2117874930.918712,5.4851113829054405
14,17478.003832908555,9160.05999221386,-81.32787897180835,3443.472364489815,0.5894995304834482,0.006318924205412,,0.3907012656599414,32.08655656610049,22460520.26039448,7326.954161184339,0.3333387303038175,6.090570952380925e-05,2148066094.3194146,5.476619766959152
15,17494.392690163473,9142.15859070854,-81.52755651184034,3438.5151727312173,0.5900870925050534,0.0065686247108561,,0.3916963976436274,32.04773147079999,19360002.908900816,7307.45980499453,0.3330849609032574,6.124947383228005e-05,2166994833.635118,5.48122500671498
16,17433.27886454291,9056.331637684922,-81.62004530040932,3476.372284145893,0.5895386600852722,0.0068851120039071,,0.3916738977325653,31.605298584879865,18642247.254087403,7255.369805731667,0.3370536695706133,6.118508150808497e-05,2162071778.7413807,5.492258687600611
17,17339.019172677512,8925.129963664676,-81.60896698900525,3445.9279382175064,0.5879646164613914,0.0062036026484328,,0.3878409793464632,30.816327817697072,17553291.81855013,7183.439730998324,0.3288553818299634,6.119601198362525e-05,2065280882.100813,5.5052625053772175
18,17349.33090315536,9005.387165844797,-81.16262053971334,3450.59887423642,0.5924034011097656,0.0069462105611372,,0.3889666655908365,30.0788303615163,18453425.697809324,7241.994387086064,0.3340603404416775,6.105245239632473e-05,2044782884.095772,5.49970843013637
19,17282.701899316213,9065.38977420192,-80.18734532160646,3444.168596304293,0.5941939633610759,0.0066583151564829,,0.3870648033742089,28.978415709069264,17170187.291260447,7263.262124366447,0.3308326715807147,6.125238192802846e-05,1921761476.528946,5.488180048195333
20,17176.176228157357,9029.261212042564,-78.50190528907027,3383.253821593742,0.5958707950782263,0.0072341480541996,,0.3852005787608759,27.770307610603304,18380675.48036732,7255.448751475851,0.3317596326700227,6.153227986103007e-05,1815464183.551566,5.487967463260093
21,17211.42431294412,8947.593641318454,-76.81618249352043,3439.546307011072,0.5973320370868203,0.0069412754707297,,0.3836123230567002,26.662318685485296,14457528.405637002,7200.8954375590365,0.3298993059702735,6.157362333448674e-05,1715949544.1255815,5.505183882675381
22,17174.01778533919,8916.978769789774,-74.99398015431231,3337.062432442932,0.6011680530003449,0.0068713978427602,,0.3820324660456562,25.59562283808695,13558169.64649737,7157.993372515247,0.3282279534713421,6.246751053026829e-05,1666265316.7337463,5.507666746678126
23,17057.273104495034,8852.700778614068,-74.32729805915271,3417.6230063799285,0.604385136179049,0.007533922864801,,0.3795650151786431,24.20567914772608,15306797.648361629,7095.7001723892845,0.3299357096645415,6.303303455223684e-05,1598491563.2939706,5.516293289149588
