T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,16199.754918377284,7614.236333141842,-129.7272424604474,10360.903692321535,0.623184587280904,0.0050963864868868,,0.3781864878534371,24.48727031148687,29435647.60252828,6293.619927179055,0.3434951033442064,7.009976752842095e-05,981869990.8942409,5.606059407540675
2,16198.637620891312,7528.285262441975,-131.83754871200722,9993.36981329318,0.6266765643860075,0.0049053640009593,,0.3781782075528067,25.55662973809365,30480636.171316963,6224.972192236308,0.3428264120706497,7.061621259522398e-05,1071707285.3154874,5.621308369355727
3,16189.418519039386,7563.200207338735,-129.0618931748521,10549.844836682838,0.622417066264116,0.0051783976860344,,0.3747128317893221,24.21323406261876,28474541.36063177,6310.2132120226925,0.3462024915286161,6.86945448741698e-05,914041426.4290304,5.61149528771289
4,16186.447765545365,7638.84030955541,-128.85831001496942,9518.499249389117,0.6282918174578531,0.0050055275767865,,0.3791714852797622,25.07497349460209,34219896.75502236,6296.540849079556,0.3472753176479404,7.00145002024987e-05,1038063298.6399096,5.603030476638924
5,16174.548697104914,7627.057143611788,-128.17115958391375,9966.15651372207,0.6290635564891939,0.0051503232972354,,0.3773723085314441,24.908975376233524,31507960.90066181,6298.964292183381,0.3519956278106418,7.01058964625856e-05,1008071936.3218772,5.604572023085418
6,16171.879018579337,7609.992875207174,-125.58034548025574,10374.056849787075,0.624005488256424,0.0051717183575431,,0.3752256182985275,23.1909816172085,42128085.81549875,6340.769470318812,0.3404416054799823,6.884402126732572e-05,882094773.1895496,5.602008959479149
7,16198.073384725196,7667.481712591536,-126.30546161852766,9461.212491940792,0.6287238533616407,0.0052362930356809,,0.379088016882305,24.64027293545068,38308156.79883144,6313.519134904701,0.3455130163962085,7.032304677617986e-05,1015502618.4697924,5.597915098764539
8,16185.420567535346,7591.693000006603,-125.7825821451046,9830.79873416002,0.6277538722351027,0.0051567259403166,,0.376426173340211,24.23476681107252,34856477.71332392,6300.070936685995,0.3389827584090377,6.975580085271788e-05,965397757.3214656,5.606792237761032
9,16161.791765434407,7707.24026201277,-126.24221141477446,10887.314372861423,0.6187371423643107,0.0052873130550056,,0.3738794674606035,22.0503263411999,29911544.19047004,6409.458547425582,0.3482070683157435,6.866655186806555e-05,822814512.6011167,5.584079772775097
10,16184.62565614634,7834.055050415008,-126.66448079404034,9849.57028536962,0.623570782418661,0.0053269060855405,,0.378645359177457,23.268794140431098,38875711.24500518,6418.534812907833,0.3543628932620835,6.990502946343507e-05,947573834.80111,5.5658215407265095
11,16134.41059325282,7704.028994407136,-127.10131807115376,9795.918683455036,0.6228961140732061,0.0049410321731969,,0.3758246893430562,23.46058752540266,29940063.693302035,6386.295546548548,0.3531379200135426,6.939587689895748e-05,939617129.3384464,5.580933263534915
12,16177.269599139738,7568.537119576342,-127.21504349619748,10026.332225796492,0.619624778600407,0.005118044253125,,0.3743537059575206,22.87567480884462,26899891.542646177,6325.348093189941,0.3526561980518793,6.916926047586012e-05,878367961.45871,5.605168864309554
