T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,18354.28764015148,8466.585740846682,-379.01420875295577,4458.082051797535,0.3982910024751547,0.0029113143441704,,0.4400684983969599,1580.0731924444856,10578681.370040288,7126.68245654955,0.2970967480823159,5.6890825712760365e-05,22408300598.95455,5.182532881145884
2,18412.21773250474,8405.45480549199,-380.7616396743661,4219.522536354969,0.3971855493035277,0.0029254609721472,,0.4410474954129295,1580.036952903343,8548677.380524699,7098.239755422804,0.2889451577881365,5.674372613958856e-05,21973229024.166744,5.18944509260266
3,18379.10990206788,8331.540717963388,-371.9311239347192,4542.979523292293,0.3965362995727186,0.0028364641428691,,0.4413196344140452,1540.5035110077258,7698912.118849328,7072.608336727818,0.2769852468907371,5.588207222260864e-05,20870139090.046387,5.198351810338239
4,18395.80717448277,8449.214087528604,-377.1093777046101,4389.437189451744,0.4021729555725336,0.002658173987615,,0.4395386876837936,1607.6936481427083,10231896.767008,7101.751085942033,0.2776961061849328,5.722034640875042e-05,23127349844.92472,5.179986483083541
5,18432.256999680856,8333.22189645309,-382.21589244386905,4382.073236730801,0.4007985596303858,0.0026087817802954,,0.4411127139510529,1621.7808886382486,8128130.666033493,7051.475385409997,0.2727408740386295,5.7186418282956887e-05,22825122038.47392,5.194893730876102
6,18407.81610375449,8242.316218535469,-386.3680049578285,4744.830599737108,0.4017228514777767,0.0026675608760223,,0.4429896170043149,1622.1406897405102,6307022.802051127,7011.163495123868,0.2714171588274764,5.6463960087516526e-05,21829978730.37078,5.211044708089359
7,18407.85112206898,8400.136870709382,-384.82400764051647,4635.765928059375,0.4071255484689526,0.0030006057388196,,0.4384215894885298,1624.601302669858,9799830.766211253,7062.552878575521,0.2855361040643264,5.784817895066254e-05,23228537379.3454,5.186067588734228
8,18458.720553179613,8283.239416475972,-379.9476708774191,4468.636351558813,0.4042641349441705,0.002958024801661,,0.4405809298644791,1570.4391259714298,8120822.975353067,7017.411805151501,0.2793291214557448,5.754963483161127e-05,21737991334.74021,5.200613333627976
9,18275.41385488181,8158.7861985125855,-377.9666804161959,4506.98588417636,0.4002348108646049,0.0031515801056731,,0.4418052530575424,1533.8743276461353,5579355.356200527,6953.172093590216,0.2742539211248623,5.675440723479431e-05,20314066687.920025,5.215610717363886
10,18141.21690758056,8140.19174771167,-384.2072438161065,4758.333963861964,0.4051241391039767,0.0031338288744265,,0.4373266504385652,1551.733551806945,6517759.786580154,6889.6175898584615,0.2872744743106526,5.8115907554962736e-05,20848211588.88412,5.217392641783761
11,18012.592227381167,7797.587085240275,-386.82043337331504,5035.157413208408,0.4072533820893775,0.0031520637333784,,0.4355633790869291,1481.2734431955655,3980918.2315812,6673.658998145334,0.2865385093800596,5.8094515934397205e-05,19513501249.817,5.274629389551541
12,17755.205406621422,7144.786713386728,-387.3493702282594,5097.673833781479,0.4132941880689476,0.0027207198939208,,0.4280779089731186,1598.9549523259836,2502401.688514036,6191.445646788949,0.279858137605424,5.789747809543079e-05,20743400344.57733,5.405837413230044
13,17366.82645611602,7088.847096681922,-329.3967723412366,5373.571883005794,0.4216800848587752,0.0025297313201619,,0.4171879028424711,1210.1202770743114,3658118.536654612,6107.153393440924,0.274178288881913,5.852100846212425e-05,16950874874.21961,5.425907862775115
14,17048.94664196044,6880.415732265446,-282.63430355445195,6026.049839329953,0.4259438314687677,0.0025777877936051,,0.4093132279711222,861.817758847548,2340728.9399583307,5966.866915918579,0.2691792536555217,5.808947430861291e-05,12508215034.590178,5.469515947122805
15,16801.414316224596,6655.036799199084,-256.2430482265769,6173.082570336484,0.431712528076587,0.0028842345181744,,0.4007774101536994,722.7412146068178,2117054.4055737904,5791.8129943088,0.2573941892610401,5.767591571899851e-05,10411438933.190144,5.511536364250177
16,16468.819205155327,6609.061827803203,-234.73707447322232,5807.651157945297,0.4384733638222561,0.0027711942224136,,0.3922051941029582,628.3087172519774,2566328.7306739422,5729.317448700424,0.2631818109053263,5.77582125658458e-05,9531073944.962948,5.51533597875992
17,16379.178626513984,6548.881993707094,-217.2968558114817,5868.466734652116,0.4363102688136995,0.0027952284088244,,0.389980629644706,540.6831182160175,1858008.7883629785,5706.335256893121,0.2572338776327072,5.721612667546329e-05,8307470746.283043,5.523412595212033
18,16435.29946197484,6637.56194221968,-213.0139201799923,5809.7543321935,0.43364428921172,0.0029857055385027,,0.3893119797375145,522.284337343654,1950541.7372420628,5782.705528749853,0.2628041568205617,5.655271466671818e-05,8216107780.345263,5.504825714203263
19,16376.883879619543,6841.434282036614,-215.0016615923077,6231.092344299849,0.4297871512279202,0.0029462168015284,,0.3889534358619108,533.6900758748541,2239127.0955312937,5912.919449652279,0.273731872393206,5.620156376185944e-05,8537838893.853457,5.463801050417434
20,16512.362348526865,6960.742219679634,-219.66780642176403,6698.6318654057495,0.4183069443560256,0.0028895194898085,,0.3956294617554264,539.6197163420528,2006554.143726376,6041.469417892206,0.2633019406107409,5.560897566617502e-05,8403322045.468392,5.438356327091411
21,16627.25467674272,7160.702045194508,-224.68237973539937,6301.025042837992,0.4081434618975553,0.0030219797627633,,0.3988548644918542,563.2548837094633,2543029.267731829,6201.8207557939695,0.2688520033584634,5.509490933034408e-05,8792736943.795824,5.397965205125563
22,16696.13386935784,7346.462929061785,-234.95484435689423,6114.099497644676,0.4044857761818206,0.0028917763275005,,0.4001549415991663,634.135819371301,3223140.839133617,6304.041593265023,0.2703481019769255,5.524673904063121e-05,9870855700.253435,5.364511823822712
23,16923.651877224966,7356.504748283753,-247.4307660629352,5822.694135652991,0.3976113355382389,0.0030499390882985,,0.4065252299690006,693.1560593657946,2551883.299300296,6345.5825380542,0.2707872947240368,5.5134282024939336e-05,10171316596.785286,5.358535079146152
24,16944.24608069741,7443.3745137299775,-248.31740701308905,5959.023200837046,0.3934689915371253,0.0027032155313657,,0.4083993664944468,728.0059650291632,2684055.6843655887,6407.7687529418745,0.2630442975728249,5.538893494485407e-05,10612219149.353697,5.334294656275822
25,16983.117022262642,7545.789016018307,-261.0081473563551,5705.249626250504,0.3940952304197357,0.0029595554765663,,0.409128700688635,813.1573739898673,3457906.740592474,6454.169562186701,0.2668219875069685,5.5627291045869535e-05,12013438787.445908,5.31540851567345
26,17163.028297943707,7475.9676201372995,-270.4004717688041,5246.786940233691,0.3916039657237892,0.0029260281745536,,0.4146202804431375,878.8336401736875,3213337.031105381,6448.058260105621,0.270974642713291,5.544562508808451e-05,12278079113.074327,5.325161932922214
27,17098.77685928211,7484.600114416476,-283.9347303848902,4958.806048526752,0.3929365024720766,0.002819372483957,,0.4140361889726938,943.1607140098148,2650855.590196275,6428.739770691312,0.2593983341449558,5.61603558347656e-05,13084312813.777184,5.324953624445849
28,17143.231900415474,7582.420037185355,-282.3419163570327,5096.60456955708,0.3967730918518504,0.0029239164621719,,0.4139738621061829,969.979276460132,3496282.4592096875,6468.494835774711,0.2625012741206493,5.661079470832166e-05,13738782369.343325,5.306880151931501
29,17331.183652722095,7500.101372997711,-281.0683030183267,5227.108440388457,0.3967369955721394,0.0030367941305437,,0.4162012753945918,964.4071222090214,2442070.4349920824,6452.072196502239,0.2650502347107438,5.638952529914184e-05,13245343440.912643,5.313915018526426
30,17301.581749757614,7520.714244851259,-281.04027643485585,5192.397609249765,0.4015136967062949,0.0030998054569362,,0.4158076816143675,986.9107311418863,2852422.2634369726,6449.013707543609,0.2615401316281606,5.678203668068237e-05,13564064855.18076,5.311238505910797
31,17292.709549848256,7584.455506292906,-285.32262993353663,5089.507783666654,0.4037638859903661,0.002829435622572,,0.4159310171291812,1014.3902775178332,3574739.5865742066,6486.113942894037,0.2613174480733169,5.6953279555026767e-05,14148223734.984152,5.301136899022381
32,17441.851916645086,7520.022854691076,-285.57914236260115,5225.385732930055,0.4011571484072421,0.003176378393531,,0.4180240554468936,1007.3093133750964,2283891.313873047,6466.716168201951,0.2632579235156662,5.665389061619557e-05,13524213553.4432,5.309828917207756
33,17402.870787794232,7535.722826086957,-291.4858861573292,4853.985471069776,0.4004469189908565,0.003256862938092,,0.4167038197392424,1041.9628133953545,2723009.527194195,6465.421677178312,0.2671796694406266,5.68773035161108e-05,14273211553.0242,5.306024645503864
34,17388.21901167375,7584.470366132723,-292.1988245532715,4567.869813280668,0.4012982290835871,0.0030033523742378,,0.417531384349828,1053.872646014869,3715268.703433477,6482.832373214215,0.2708807939966787,5.701860734391936e-05,14294043160.495403,5.297943832138182
35,17427.983671510803,7528.810855263157,-290.28042094237856,4920.091001919192,0.3968711795279518,0.0033019504543902,,0.4189354112073292,1035.710641740104,2310063.880832881,6488.632440263396,0.261471171253925,5.6621754224755545e-05,13694267943.617249,5.303208025143821
36,17399.61020283663,7575.900257437071,-297.6899533399661,5184.534369533177,0.3965253260645317,0.0032516611359741,,0.4191868693827661,1072.7254662090863,3648818.095458984,6497.5093391739,0.2579551580676466,5.725426269800293e-05,14603988803.3157,5.297335588195464
37,17455.041265840824,7603.065703661327,-299.35737925541184,4615.424812850488,0.3986125311007432,0.0030951839442016,,0.4184789885557769,1099.327903019538,3821874.371128121,6501.231085812653,0.2672468405271869,5.702863993743864e-05,15023278174.871485,5.294591858391853
38,17500.296924232425,7527.971381578947,-301.5993541323944,4644.015953484326,0.3962427694836265,0.0030573757496389,,0.4191313835631587,1096.0739269373005,2416707.904769931,6480.930798019393,0.2573097226063653,5.627521816594845e-05,14351539066.399576,5.309248993896822
