T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,21204.2730494626,24471.21912954584,-21.133870760951048,797.276420206758,0.542753571070037,0.008399683360119,,0.4068122712793809,8.153016908696987,556770145.5079092,15534.506677918647,0.2730811087948604,5.364866098793303e-05,152807621.01617783,4.020940055727898
2,21246.73236212002,24296.48761348257,-21.116464743437906,800.6792743901468,0.5397895802583854,0.0090972931756013,,0.4076755866886995,8.104191260761171,549266064.0027676,15541.728702396398,0.2692678493074557,5.375410338411907e-05,149688192.36552596,4.029395315495509
3,21404.594261295213,24295.04889552343,-20.77533774725089,806.6678370888887,0.5394570188041702,0.0092026775291954,,0.4093579774951236,8.022576250597012,530469353.455062,15714.438250838284,0.2666733107136561,5.3270671348951525e-05,145238706.8476082,4.027320058220128
4,21222.313000148148,24247.401642629367,-21.149125080215665,793.6371462116903,0.5431498184048924,0.0083507086364609,,0.4063092428135915,8.166777449273395,584025754.5715822,15430.819287376058,0.2796258311805191,5.393521200788547e-05,153879305.71663767,4.033560518282978
5,21251.49506102214,23774.99240254875,-21.28604511679517,838.2558604220051,0.5421594762323182,0.0084869550865527,,0.4077511668325189,8.086814597144702,540145643.8763552,15428.187943338216,0.2680246487005848,5.36866073329389e-05,146343985.6940223,4.060422971009122
6,21229.28262111345,23594.841719765573,-21.24280146099749,896.4773086961789,0.5410663485018571,0.0086444486796718,,0.4088487117081451,7.996820296495425,510370611.720676,15493.86389216738,0.2769983301869179,5.337630147175566e-05,146024312.28761262,4.070916401919447
7,21133.53859809188,24350.33844089613,-21.469309495800264,844.3429999517039,0.5432567136363289,0.0084461031956981,,0.4041748642922049,8.119722302850523,575265854.2945988,15394.194160605944,0.2761361652671688,5.427199317296538e-05,152351909.2229095,4.028542003717022
8,21160.2239367096,23117.85687400893,-21.57267627025725,937.472281835282,0.5422241025487908,0.0087220322079889,,0.4053944168691732,7.973575483290771,522332727.8618348,15155.20388945565,0.2586843867707871,5.400928625594198e-05,143961865.05657202,4.104427802466954
9,21067.59074778562,21788.372513257786,-21.463473774983324,1048.4791538744269,0.5416823314897897,0.0090003987810903,,0.4043048250294649,7.7581854371423935,482514662.78215456,14702.339555673048,0.2591331128281395,5.397462680554111e-05,135922165.0195929,4.191324260224122
10,20735.540867904336,19731.8739740827,-22.09712832827701,1217.25583575696,0.5452876553498295,0.0090478603650801,,0.3970829380703028,7.744254843310931,396592352.329674,13597.306959845551,0.263347280963642,5.489411075769327e-05,137801128.31872597,4.343430477451566
11,20657.977782423823,17787.65149887026,-22.962194168675342,1666.3379049689304,0.5426658563218576,0.0079317384714892,,0.3947054985001531,7.60741169748106,286389328.04125595,12787.489071945523,0.2606048332453838,5.4517086117403065e-05,180463485.2163083,4.495216316633992
12,20447.96346522268,16758.998385251187,-23.71732666717809,1738.5619477192731,0.5443888685074955,0.0083228235993277,,0.3915513694356015,7.495866825132679,229388143.4879968,12346.076629693793,0.2659786749093515,5.406634413724106e-05,187082677.15895268,4.585718164759106
13,20052.60623164045,15956.312721084088,-25.363959820565643,1828.535947980916,0.5483425334167764,0.0091596254310405,,0.3850232965005986,7.682250890861265,173946397.9157067,11804.63266934946,0.2645109817154566,5.44209477595228e-05,206711978.07057613,4.659210244848621
