T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,14729.62761598227,11513.254445854553,-83.69690432997058,1237.8762615687006,0.6829267672568368,0.0073382732325372,,0.4153418846731211,19.82307376408401,330278781.26883733,7558.292233473369,0.4247009438578136,0.0001087336484289,595661525.3466648,4.650843078362687
2,14649.683974295936,11543.533566804286,-83.95716586894972,1232.5966094077187,0.6832914197600418,0.0073326529173727,,0.4129782397326926,19.75440338925416,320405924.0348165,7544.259083754059,0.4277732440703852,0.0001088005712613,601327445.5502228,4.6464030263384535
3,14690.158789770165,11522.603656283634,-84.26527832316681,1240.9851012917013,0.68201811567754,0.0073805866938586,,0.415194633825251,19.65706117734454,312344838.93143266,7589.217142011819,0.4223003203987184,0.0001080702790456,589023571.259663,4.649277986451987
4,14631.336664740538,11390.902986393356,-84.2727141191929,1289.447142169087,0.6828582024652944,0.007342104583138,,0.4132068869121127,19.728197089655687,326419034.1225476,7526.353378652222,0.4231966573453021,0.0001089145909231,632661146.676798,4.664463386811481
5,14688.107659025847,11280.852142203088,-84.05129903392736,1296.737395382065,0.6828649366307565,0.0073385182549501,,0.4139311145614233,19.72543774851492,328252679.4867477,7467.905261658647,0.4172321510301638,0.0001086405781313,624207282.1735572,4.680440015970392
6,14665.77617690127,11180.923516843644,-83.7037914625194,1354.1504697982402,0.6826930911479039,0.0073249947283546,,0.4123354691386434,19.71669729673076,327064100.47861,7445.348981762307,0.428472341245851,0.00010888659758,660143350.0053763,4.689753129174871
7,14747.92364643255,11042.325884753169,-83.47944966478111,1263.878783940211,0.6818867968406573,0.0073798456133649,,0.4140020306792497,19.589981791286665,318250556.51946986,7451.715263707158,0.4225183367138588,0.000108285458034,653637087.1915585,4.706194939988066
8,14614.256497557168,11039.612058025028,-81.8574621886976,1281.9272108810787,0.6822445536937636,0.0073642908367914,,0.4131533399322208,19.04768036000108,294997199.23696035,7455.887350354811,0.4212853628557742,0.000108285331213,608949105.5647355,4.701471536160215
9,14533.802778414703,10994.878937814265,-80.49743747245003,1304.415108319363,0.6826223726620376,0.0074165619012986,,0.4119652307044562,18.402927029496183,290096288.9836332,7478.870389081338,0.4150724967999658,0.0001079172129164,561577002.3574598,4.701283294795392
10,14372.61852511359,10998.135696958989,-79.21151503274521,1327.499080896265,0.6825532094880581,0.0087992845484773,,0.4071064559136755,17.615854431014135,265591076.82430983,7541.581651942267,0.4089794226890029,0.0001075680732956,516309053.6616635,4.695246410114248
11,14220.759961359336,10929.867274976305,-78.16520364369266,1488.8904435270445,0.6824444031168384,0.0084646706689342,,0.4024991849675933,16.733225704006742,231325659.112624,7570.474615495909,0.4079478462483215,0.0001063707436106,461999805.6975866,4.700190864704593
12,13912.564915372644,10092.172195537278,-78.20088454873193,1682.961417894889,0.6839748955137129,0.0087992171633829,,0.3961943521153178,15.661619818802173,180282143.1768999,7175.112262384684,0.397808425564933,0.000106146486255,404397645.50136167,4.817913698118785
13,13690.922659040836,9292.609086089737,-79.84324424766922,2035.9103996070585,0.6838174989092582,0.0103869160908098,,0.3909883752445525,14.856881432340296,139321773.9676898,6809.649369804702,0.39162672715816,0.0001050388540447,348947724.6450368,4.940543851886482
14,13443.854339143996,8667.8392745265,-82.82884973415304,2574.865655808432,0.6817717878821323,0.0104550709212617,,0.3839491148907025,14.278626675835277,89075041.78789218,6486.505727837556,0.3933569933606946,0.0001033112805504,300970551.4930556,5.042596884912451
15,13206.95241896208,8034.857170396312,-87.02747288288394,3260.573574673831,0.6800743769484113,0.0100803513573804,,0.3778716227734356,13.931307294057088,47576019.65802232,6152.675135282994,0.3869326543481088,0.0001020007708721,252616698.1511904,5.155677832583389
