T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,17586.27148037843,9587.503281136547,-734.0980715178583,20466.18129084269,0.3477776166512473,0.0030973668320874,,0.4065716531598435,138.59956458349552,25835091.210610688,7799.918437241008,0.3322130425118157,5.052087307153787e-05,6838914109.825586,5.223362784634476
2,17587.838589834984,9523.226569671064,-771.426465651708,21885.63063219629,0.3428199409970291,0.0031361511848618,,0.4083266868896691,139.97882567317484,17661644.418453977,7783.867858180184,0.3292987078834304,5.054528346099231e-05,6904744457.8535385,5.226947700086204
3,17644.71613919062,9591.534421108874,-710.8876519193307,20428.132120532515,0.343406895329737,0.0029986556618777,,0.412150005889237,138.94452380479032,18407744.407064084,7900.019893896704,0.3162409230621673,5.032152654962476e-05,6400529169.761329,5.21187194257814
4,17577.805456831094,9688.89552422835,-748.7839801364179,20255.67427438397,0.3431802680395067,0.0030784758175865,,0.4069841290580926,141.13856201609383,18779838.960786585,7865.259960223964,0.3275797758459908,5.062084345708856e-05,6878509741.638442,5.202417167852382
5,17623.316959503263,9533.213993122628,-785.8195009211523,21433.452968025944,0.3419196989457799,0.0031317150161874,,0.409770125909361,142.4414198037248,16489765.075462548,7806.875062637789,0.3210162101769765,5.048463492454548e-05,7035527474.580126,5.220486122247048
6,17750.769780863844,9480.40228515063,-762.2570574262513,21137.464297157287,0.3451178481100951,0.0030501106509,,0.4103637259306655,143.3967341503515,19766666.477308124,7803.303718350793,0.311118506381506,5.040456089127578e-05,7003902804.899519,5.2321035794048685
7,17706.83315071333,9622.181716054964,-773.4940495354253,21240.38244941768,0.3461007557407738,0.0030495788946646,,0.4055614766961736,144.51196552261754,20528000.9407729,7808.349314108749,0.3226005955665751,5.081634056007462e-05,7405392575.525599,5.215829526846496
8,17695.356662582217,9477.498691655364,-780.8258133343353,21481.03222114405,0.3458234583291223,0.0031395168795343,,0.406718590492298,144.479142836771,16743265.833021602,7768.856123003182,0.3175696605301628,5.034619021240836e-05,7132345999.303459,5.22836167286181
9,17809.022588144915,9449.51080240571,-749.8108336305457,20807.511640282468,0.347177440338432,0.0030617118899327,,0.4106364499036727,142.7236795981654,19600650.86037312,7786.979637211779,0.3176342430233598,5.013751395728575e-05,6907602183.073189,5.231574192023921
10,17726.43258231835,9675.229611058594,-762.7873764541248,20490.596397633624,0.3472387356083449,0.0030718076073183,,0.4083806057001296,142.2989993025156,25311532.48154068,7853.275337371761,0.3251197280932454,5.072660457291398e-05,7073862135.267701,5.203254574476808
11,17715.965064467266,9594.761566177578,-766.9770960523056,20848.09565576824,0.3453943308342664,0.0031102746712597,,0.4079856244799754,140.2313563363166,18827534.364078395,7858.058449520651,0.3149565736796112,5.053941663741204e-05,6610538833.622416,5.209648034703458
12,17659.897194336314,9542.86437055608,-693.9549372952819,20411.737775268048,0.3458884764992855,0.0029494683951217,,0.4074587131092544,137.64554532169842,20794029.7910272,7853.90640860973,0.3163409516101769,5.036642668442628e-05,6090796157.684182,5.214612207434043
13,17348.30405411482,9459.639253079062,-678.8662436607914,19711.09060704027,0.345869773213768,0.0031127237730033,,0.4003025815141151,134.35729405113713,14969128.898015138,7721.511116328895,0.3178196905150623,5.093762250623857e-05,5929969180.050016,5.228828856393623
14,17163.551907245215,9035.745482443524,-654.439532823715,19962.006821766816,0.3457945480222176,0.0032305739084179,,0.3978401696224155,128.59805865451864,8823514.982890813,7504.096485449976,0.3010089970555413,5.118185974011609e-05,5195553996.240386,5.283075312527135
15,16967.341290926983,8829.88504377132,-566.3057393821733,18901.96700392352,0.3548088607846393,0.0033339416914893,,0.3921567476284654,122.16666658785358,8458361.07681405,7367.317591577396,0.2994182853368406,5.16990487345597e-05,4628792751.959146,5.318666343191827
16,16578.08399045403,8642.264559615305,-529.7773737602141,18479.20413584181,0.3595441348876101,0.0033951070637418,,0.3845769789916698,114.53384975613412,6307505.393792366,7183.184091354046,0.29281934599695,5.209494994815972e-05,4211084703.48902,5.351331498995008
17,16249.391788119208,8304.117408518625,-490.52646268976656,18126.75995027214,0.3630326536317622,0.0037352831229692,,0.3791420720099481,104.44601085226458,3921442.6908893352,7007.6986255851625,0.2867498889072206,5.194031760016611e-05,3463467802.012735,5.40086100190452
18,16006.600388896402,8110.41927308098,-439.87860419307697,16519.986613532765,0.3671631391031337,0.0039185018299611,,0.3732089945585662,95.42046891062311,2646346.754301247,6887.886724450009,0.2872581410003813,5.187881757655594e-05,2974428152.1038723,5.428337630691222
19,15768.199574237256,8000.983464167797,-403.9237436941584,15989.027160198142,0.3666882575945854,0.0041511075697727,,0.3648905787452311,86.82106024000669,2782366.4932191293,6781.790762023194,0.2851303939227817,5.242339388400994e-05,2679351782.1882653,5.437035189446051
20,15659.708398896522,7869.220034797857,-374.6288398536524,15552.296852368278,0.3635844880677022,0.004296587160802,,0.3600226635524674,78.05526087555856,1858236.3529814945,6717.861954129136,0.2796163962858174,5.237224887191808e-05,2272116845.2777367,5.456613177860201
21,15542.764845419975,7811.573671447947,-350.09555816756256,14833.29695614974,0.3629955610164228,0.0043706230558738,,0.3574874648405143,73.19648816147696,1586667.8388611146,6686.06892996452,0.2801804033964984,5.224418246064001e-05,2057554656.090362,5.464455375094734
22,15449.875531723794,7926.443316482402,-339.3138078294229,14521.248298872944,0.3606479679936725,0.0044463165227912,,0.3546085949338834,69.87631502112588,2060864.6720121216,6756.431993092875,0.2836326530877272,5.227118859656297e-05,2010412511.337664,5.439256109586993
23,15471.28133279947,7995.436288411218,-334.153616348014,14312.348292311632,0.3576107613468067,0.0045917061018976,,0.3565721673569039,67.2303576262433,1671572.181297946,6823.979412295796,0.2809494373500562,5.204769601484801e-05,1871964560.513335,5.427701221752731
24,15479.911622694908,8145.705971805515,-340.9157212177973,14511.340666254591,0.3528946515720357,0.0044851379264981,,0.3579157897679575,67.51433706719993,1804009.1301148992,6939.671491995278,0.2802031976322008,5.192460642362448e-05,1853043408.8701644,5.400156742038673
25,15595.718663730991,8283.504020933515,-352.2596119865409,14966.96265775428,0.350498718893327,0.0044871787268709,,0.3595864590320241,70.12419755550174,2315920.957867971,7019.645339882277,0.2857333727239913,5.189004663904832e-05,1990080234.8480752,5.377626301177374
26,15777.348545496649,8367.26064143137,-367.9077668053373,15531.413407115586,0.3480666840679826,0.0046381613686125,,0.3636370015358431,73.021720980652,2344752.596707046,7092.305078424086,0.2854584080754732,5.156824637621143e-05,2148346098.830349,5.368163619319365
27,15786.069298282022,8597.727672516543,-374.322000001976,15882.751743189918,0.3454798999297595,0.0042627215132505,,0.3662587755516085,76.04133023722542,3557969.6872598096,7233.798811907392,0.2910797228971071,5.132678913165458e-05,2293659537.7864976,5.335151840854302
28,15848.284224090545,8793.064540435384,-403.75567004798165,15798.405623897594,0.3457534473017958,0.0043142251398855,,0.3687472384989719,81.1356195050877,4385426.031651964,7324.186223988697,0.2960970856169337,5.1244798807571744e-05,2614762268.503425,5.309977147115044
29,16038.127275424926,8867.39627087529,-436.52237865168905,15750.11996507384,0.3451575677746767,0.0042407732329207,,0.3730430835936473,85.67612635898048,4071054.155469239,7383.45856456556,0.2934156838319576,5.0933727890342816e-05,2817731856.2179136,5.303274623047207
30,16115.418301309996,9046.163563629389,-432.8205706747967,16337.336952725036,0.3484992103154037,0.0040950863364059,,0.3778697949917582,89.166964498419,6060631.778558213,7488.795991720786,0.3006784129443027,5.0895668029479214e-05,3035562722.746298,5.278065789474415
31,16227.07875897816,9247.16746811338,-474.6684478745496,16877.11060395834,0.3496248570414491,0.0041106640554349,,0.3806744353266766,94.9021117970902,8755154.995670075,7593.543377355412,0.3045607040883352,5.093817292618875e-05,3403370339.4705715,5.258710188083997
32,16393.170240146115,9238.57293165098,-521.5468252465733,17298.55039624288,0.3485099896589414,0.0039502955058065,,0.3857121834557181,99.1850690137384,7406706.258375807,7622.365393548445,0.3112909384310523,5.068859377797095e-05,3454275469.015214,5.260923548494707
33,16468.92957088167,9317.617250969271,-499.7209927714159,17320.020362648465,0.35089542092482,0.0036559856690478,,0.386408933242351,103.09317604180524,9659095.24598252,7647.13811870027,0.3074730788184935,5.090157514934961e-05,3779570325.639496,5.244892975864596
34,16516.381329639073,9398.306234844436,-534.747950169677,18758.35759942807,0.3491476469309494,0.0035201613550989,,0.3865990177713453,107.77716827210809,14516491.746896552,7664.466139715996,0.3184496191143368,5.1032821760114906e-05,4097363097.2540407,5.239486879323239
35,16660.99103087086,9249.611031194772,-569.8563705474801,19370.31896677586,0.3439824688130166,0.0037628145630573,,0.39116571534656,109.86409574717248,8902150.94678316,7617.634456682932,0.3223397191630618,5.056014433953912e-05,4282032518.486329,5.258754764912739
36,16634.869117520888,9468.655460112614,-545.6091493597881,19315.37552981645,0.347219129971387,0.0034197652832663,,0.3925555544562942,112.94145907994736,14880406.465712024,7742.577958937867,0.3185467149708139,5.0818959139928186e-05,4469068320.966845,5.23086800155465
37,16752.71867222839,9591.767553053032,-559.0501881798257,19594.327079147857,0.3498569703023921,0.0033812263386302,,0.3935239854010673,117.11669367707596,16347797.150960864,7789.002531234232,0.3188312403106174,5.089535723117506e-05,4791895699.583873,5.220030228682192
38,16891.78323278132,9479.855205293656,-574.1032037891234,19386.157943682418,0.3496474956005787,0.0034998507171836,,0.3960454012739883,118.97306193321994,11586088.903714083,7759.796425632045,0.312796812684512,5.0649597751102064e-05,4767100677.739235,5.233907583636141
39,16813.643860603454,9464.590659378297,-631.2287144045911,19735.098595407464,0.3476065831723136,0.0036586972115606,,0.3932336002932569,121.28847054959824,10420823.526383435,7730.810866363428,0.3213334906479866,5.060224007088053e-05,4941033119.032668,5.23312044186578
40,16823.324998560896,9468.069157316457,-621.9002323805208,19999.25399703216,0.3481628382006796,0.0035437272546602,,0.3923802257863817,121.74754843477606,11270400.489250226,7730.17120923426,0.3284368166690696,5.063163701929878e-05,4911917214.113107,5.231851673544384
