T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,11004.138586424911,3831.8393903242463,-201.62235821026024,41398.60793788558,0.4583102471221413,0.0074233759777398,,0.3814996111353369,255.17303175807936,6497070.074673664,3444.0586031050643,0.4728059411885834,7.070228249930191e-05,1093408786.2930076,6.235341528727995
2,10955.078356656864,3844.0207083207206,-13.838657427045938,49057.903482924135,0.4589821185731954,0.0067335567170943,,0.3816270318482723,263.76712880303944,7385553.22798604,3446.072871427912,0.4768120118790665,7.088775627732035e-05,1082011486.345214,6.23138580413896
3,10927.66383521026,3809.154840547711,122.24958976116372,60117.069481957406,0.4553390808640957,0.0055733666233324,,0.3764107667308181,255.2341721559997,7944435.397093739,3421.3296941226145,0.4751293366388404,7.040406927262297e-05,998472922.9355018,6.235354102730648
4,10969.313977511174,3799.751998717972,155.08244531946943,53729.266536033865,0.4568237367770529,0.0056758643654232,,0.3773789861907517,291.141336053328,7080829.921893834,3413.6114760887767,0.4794282073815511,7.110070022556543e-05,1064506789.008804,6.23846760535696
5,11001.236455014654,3740.693096632895,160.26794278186424,51370.00873373725,0.4545327910136087,0.0056211110630425,,0.3747196337107776,316.1655858349061,5985650.689553542,3372.5653723164733,0.467087896247941,7.111898033651156e-05,1080334021.171952,6.254418368027253
6,10956.794936589617,3743.460123573298,106.00719417188148,47874.58396025978,0.4488746615843967,0.0059338919875715,,0.375679447891778,304.5722140965492,6911136.373366713,3368.5540258272445,0.4769509760188393,7.160496909909375e-05,1054238456.219012,6.252560870911744
7,10909.743493747366,3705.5053863001017,51.56344892914887,45276.42475304991,0.442526992524636,0.00665605240151,,0.3738664497984452,290.61544067692705,6486868.960004333,3339.2890236425733,0.4763350254399335,7.143262523126095e-05,1018815695.7851557,6.2616361107427005
8,10864.371834490954,3690.5412474849095,21.400293065785675,39686.51344377263,0.442365337582907,0.0073792840227649,,0.374396758845451,295.50989946820295,6327263.044809707,3320.34840991228,0.479837902458403,7.220325432663131e-05,1035895070.8958484,6.26841252952505
9,10839.64199718541,3647.085290504088,-32.13811146095391,37563.252370313065,0.4405235131512593,0.0082436217065642,,0.3720810544093005,294.72252457063314,5780954.75408574,3286.9506346026487,0.4813920621824146,7.235692410465706e-05,1000025114.2228864,6.279679073781711
10,10818.597909248056,3651.2101280247857,-37.34155033165773,36029.91637559557,0.4404598819597666,0.0084245092922013,,0.3703064632078427,306.99586957134454,5918487.9484596895,3288.9476268836315,0.4808011550453515,7.256486803289347e-05,978563102.5725616,6.272621591268088
11,10725.099487749403,3612.897811648653,-70.75273545393102,37612.465993283855,0.4418474538892382,0.0082362837820248,,0.3661855926599066,302.6102958914819,6063482.386246911,3260.3123890589773,0.4703607963865898,7.280178953475056e-05,925657902.5862752,6.28039366750544
12,10644.035641179433,3553.3917843343247,-95.21693426032525,35554.80310391461,0.4511443743990157,0.008438403772099,,0.3642764372666614,284.7927404066989,5094917.635739283,3208.532262440164,0.4684824165264232,7.431707813454315e-05,874931373.8395227,6.29826332470733
13,10543.838841897386,3472.663877067716,-102.13735832867056,34066.524457013824,0.4613731997737849,0.0085985297162498,,0.3592546458050315,272.32999382782816,4983217.482355247,3139.8383841407904,0.468117330618943,7.569107134278284e-05,785772610.9761276,6.320081419541993
14,10440.356734935836,3400.251028293656,-78.17648382371502,32763.923909789763,0.4740321337864226,0.0084610654501477,,0.3536109994844636,268.8175538752435,5254453.417475103,3079.6983092067417,0.4529091129288897,7.713860873755577e-05,747437258.1768249,6.336988734392027
15,10326.334012917328,3324.8408148003064,-58.2340760172393,31292.84434862899,0.4861701885151707,0.0086475908489666,,0.348689706161872,262.25090819869223,5241288.71230914,3018.2645633130937,0.4475955060782894,7.841597343257336e-05,682825404.0159996,6.355061650811717
16,10222.96796586343,3257.6130766902297,-45.79757798646877,29910.227478161258,0.4979762094289782,0.0081128551610217,,0.3454680073528783,251.6488360573668,4389576.826707463,2959.136787907129,0.4478813798444177,7.982320172646376e-05,628774979.5819905,6.370715601756761
17,10136.127997005216,3205.558982211855,-38.52397792563103,28234.69711491428,0.5090172778575579,0.008552809366595,,0.3413492140766242,239.6410637869256,3778472.165114202,2918.2403800976413,0.4462511763253532,8.089136506384245e-05,584871594.2571917,6.383322161001948
18,10032.157862272525,3166.962856786738,-43.94211741396229,28272.878801627045,0.520020430231373,0.0076323225349046,,0.3370172892859345,226.1659889872815,4678967.499269207,2886.0063529247004,0.4360279713320618,8.179431951235017e-05,547477536.7892635,6.393405375019025
19,10068.778220780894,3139.18858282438,-31.67127975739068,26837.71347902076,0.538491580720407,0.0076683639310077,,0.3360401209648643,232.65601534245505,4010908.244854644,2858.905239044978,0.4265375286574785,8.380261337193619e-05,540495906.2802093,6.398301594482176
20,10155.3112161325,3128.278752158972,-54.28938426382011,26371.65841517861,0.5587985336938602,0.0081650287318553,,0.3351787558179578,236.21155104361432,3633397.925458592,2851.736053767274,0.4238239087493308,8.513182838474637e-05,520348925.9557852,6.400201760736078
21,10239.547652809048,3170.43804419437,-141.045319135981,29641.168804785088,0.5733912271714945,0.006956401472351,,0.3369064102005194,228.91759556887828,3835159.895102404,2881.9232248223025,0.416429123574609,8.574188795162186e-05,587538740.9458394,6.390113181352825
22,10232.111495582834,3190.304303698296,-301.1393570248644,33488.66806881785,0.5780050572814732,0.0058351477285658,,0.3363495865277704,208.6963323250181,3773420.744899104,2896.2616278565274,0.4107627345006578,8.559899572119385e-05,1000639048.4872532,6.387179747525884
