T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,15627.158806845571,8277.1238809047,-2118.112026860272,49391.89620797504,0.3392851873593633,0.0064312909206533,,0.3979249125085538,88.18825970954323,66219991.40514128,6764.047399435207,0.3631282984962113,4.368350943485067e-05,9997619839.567686,5.471796074812559
2,15650.774588409238,8332.849054658971,-2095.612088099152,48716.65154412062,0.3415986554393267,0.0064670694219518,,0.4002357601783971,87.2283105908281,72527270.87363936,6802.390060899247,0.3584853987130488,4.3591746019494366e-05,9589735821.320574,5.46235514837526
3,15725.426774045687,8332.525047119801,-2326.4604359042764,50439.36556670057,0.3290678861102999,0.0069485377373117,,0.4024876698957359,83.51879651729963,55253980.857592285,6846.164674689941,0.3594116563990012,4.292159789605919e-05,9486719143.622808,5.456482419450631
4,15592.065054425064,8545.978619389798,-2300.28167314426,49004.02909554321,0.3324135824865327,0.0072200152535562,,0.3942571343725713,83.839525795701,68897355.89929329,6925.73985707512,0.3709632671056808,4.276135745396155e-05,9759608621.43424,5.43003780013356
5,15585.52366369761,8453.414315584874,-2274.2537342575306,49768.08424549431,0.3346113729940797,0.0069616275683529,,0.3985109823770908,84.17510451991132,63423424.8952357,6874.619214508265,0.368048936952757,4.283111498324013e-05,9489707667.119123,5.438252767302568
6,15646.435448925247,8383.527594534104,-2263.0430120889364,50220.901223993205,0.3338434224092872,0.0066169556887077,,0.4015782904104084,85.60004845437837,60634173.3272958,6875.452258580824,0.3607425867059237,4.250022401276215e-05,9235340607.857924,5.448013513299781
7,15521.512957791912,8520.167820120156,-2241.8371178045168,51802.455128751615,0.3326448413958708,0.0067321364444531,,0.394131778360034,85.4506926219044,85489575.84968583,6898.338677366293,0.3660409581655776,4.270157324424061e-05,9632275699.25589,5.43468712784509
8,15575.015873653778,8350.242608081046,-2218.679699563587,50836.237120057696,0.3319945067478476,0.0065232510290537,,0.400360911244237,85.05196673670903,60518889.970038645,6830.60411928904,0.3664066402215584,4.3103006612429365e-05,9537867856.3334,5.450961082360987
9,15507.46843423538,8116.228192366592,-2199.1622173673413,51325.64396102934,0.3353142252766984,0.0065888489267301,,0.4000396500840096,85.58336046641863,50425275.336815424,6695.596590833182,0.3562982495276096,4.3224699196785056e-05,9219120415.036867,5.478191847175721
10,15363.924812624467,8092.315952997998,-2143.0692054485376,50009.39992788608,0.332980935583105,0.0065864986521341,,0.3932283048790783,85.06082495360232,65532994.38027313,6599.013154041627,0.3550408139733581,4.384586179453295e-05,8742444799.310696,5.492984654895698
