T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,14747.153150490603,8315.036283094181,-232.34558016175768,4501.089266899468,0.643696429642189,0.0108038825898349,,0.357687995585054,21.93901149264945,72295042.5935527,6478.475924653626,0.3788543893441946,7.853676480444197e-05,274578374.25128365,5.263575781934697
2,14815.250460980811,8301.23460518034,-233.0670736274413,4647.150101617506,0.6481160377047631,0.0106555106968649,,0.3600286141045692,22.07178119907776,86550533.28639726,6439.485390842312,0.3899747775614457,7.923629059414774e-05,277425839.7146875,5.266551917642625
3,14723.038941580862,8169.928254443763,-233.2576343581401,4714.95156255014,0.646048641671423,0.0104665625566254,,0.3564085622038682,21.82644330119388,78432019.27674998,6397.489223817702,0.3930756082728608,7.872946008691542e-05,282191648.91562307,5.281188970297896
4,14806.132161922484,8323.411431485185,-233.97156367181245,4306.905319285618,0.6471008129130852,0.0107132298506772,,0.3603521026873225,21.983946376009666,86162534.89866069,6462.885085946406,0.3905579395993076,7.928081353272006e-05,283044203.71651137,5.260499824337848
5,14815.104251185852,8374.945121222503,-235.2024207204436,4259.027746853119,0.6435409775341175,0.0108605872875674,,0.359128671078342,21.81666249420916,89875198.42578588,6517.5796010339245,0.3863459086231797,7.88057367584066e-05,259391763.8645056,5.250043176265811
6,14764.386118212173,8372.661198441596,-236.87043974044647,4452.227940887655,0.6472002962142979,0.0107910541004577,,0.3597954495704491,21.900360180582386,88539197.52366646,6495.2220822864765,0.3867999977604361,7.921736840501525e-05,253093263.7278811,5.249765895371848
7,14687.923544423784,8325.972680120783,-237.1951980375469,4394.698093416439,0.6462856845938464,0.0113292845559026,,0.3581354172842177,21.69243674473233,84076798.26248807,6492.062726428157,0.3893304580006847,7.881433551632227e-05,248072732.5503345,5.253704645847164
8,14749.471523350516,8385.360233601301,-235.3202071976668,4162.770243858975,0.6487098702077941,0.0115954542329228,,0.3615570532909308,21.67932441006869,81350064.82817854,6501.244616010048,0.3901584725579218,7.96626306302129e-05,249968183.1750834,5.248731256943928
9,14723.901228941171,8374.619035478398,-234.0526034537912,4339.807472357433,0.6464957309162785,0.0125583122322648,,0.3599887753982074,21.39940004638309,79398897.25781786,6513.731094121721,0.3876196020101376,7.943798554968944e-05,228566479.1161335,5.250581472606074
10,14726.637564547327,8434.70462023854,-232.0263999079721,3822.396286544176,0.6478008903182956,0.011567539405073,,0.3590121985281657,21.16980651886841,82678615.14274463,6542.726773739383,0.3940765322503582,7.982679204114195e-05,231196383.99485368,5.236034686536302
