T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,14868.983680214697,6546.436468460321,-360.11208755019527,18492.36003976217,0.4557087584272826,0.0030635867744731,,0.3760557895937444,108.37421363714633,8510059.546249317,5514.7288132656,0.3598737655940455,5.5480681092495415e-05,3942751764.068216,5.8236543666777525
2,14790.345040255424,6510.552325910016,-346.497659783258,18428.68257581889,0.4469838270998845,0.00312602895201,,0.3733098209769677,112.5302810046218,5522677.673942286,5516.712593715,0.3558114312702295,5.43658010090258e-05,3500637996.3142405,5.818647290816869
3,14640.311652450437,6676.120435790188,-345.2457266204557,18953.95796861668,0.4402909417601539,0.0029295273205529,,0.3734265649175296,116.55764116902432,7857658.903468316,5600.700527139045,0.3599190454174625,5.413366000978662e-05,3392846393.713011,5.791061434028453
4,14656.563229471098,6704.562598914764,-352.6777048801101,20315.93408267116,0.4389831209778304,0.0030788289253219,,0.3750446224674754,123.01172619766014,10068078.033031989,5627.916273868146,0.3582940960798304,5.414140857027776e-05,3461385298.8497133,5.787041750242208
5,14816.687228697698,6547.6825542618135,-362.20910655474825,19501.86784835936,0.4414300116976062,0.0026891514391866,,0.3759694943843736,131.538474854769,7932752.28130723,5542.363875369483,0.3493040566280014,5.43035336332063e-05,3580793078.6008234,5.807021617272842
6,14762.547815473838,6504.499547818223,-372.41185922636566,19512.90020581797,0.4411554224723761,0.0026772118242422,,0.3754453921841089,138.42444917165753,8189690.8531268835,5492.039400251121,0.3501434125835507,5.521605792524561e-05,3846381915.526649,5.808717535568241
7,14808.770520453902,6608.123827153516,-350.66123269947275,19682.01990621352,0.4424671517852069,0.0027864025839154,,0.3764279609630714,133.90625495413855,8045126.62946781,5583.257897477237,0.3543991016844454,5.465165949907124e-05,3754737145.867825,5.79130352367962
8,14733.534237478949,6749.32733721456,-323.7515975416075,18228.35332297919,0.4406496814749225,0.0028689208278033,,0.3767923810239723,124.2043729831924,7017880.826835135,5700.437645340151,0.3470542278594009,5.441243683698701e-05,3530489749.6563864,5.765529682030509
9,14607.046002958496,6824.936256500113,-298.19252203343217,17777.72449507729,0.4347755414151831,0.0025556271711415,,0.3748341153250378,111.84495057156212,7956550.233468892,5747.9577474819735,0.3431672452371602,5.484174093799316e-05,3217532345.5644727,5.744467637354782
