T,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,squareroot_gldm_GrayLevelNonUniformity,log-sigma-1-0-mm-3D_glcm_ClusterShade,original_ngtdm_Complexity,squareroot_glcm_Correlation,log-sigma-1-0-mm-3D_ngtdm_Contrast,squareroot_glszm,original_glcm_InverseVariance,log-sigma-1-0-mm-3D_firstorder_Kurtosis,squareroot_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glrlm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,squareroot_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,squareroot_glcm_SumEntropy
0,,,,,,,,,,,,,,,
1,17029.366864495612,9095.72954898592,30.911558359636807,9466.24434874341,0.4093824791613476,0.0026488424426122,,0.4242799426375107,231.9902319337764,180598963.53459892,7426.249090889584,0.3863710493531164,6.259859205724875e-05,675312830.2444425,5.217856074603692
2,16939.194979207205,9041.745415591438,31.079527841058315,9679.469484110166,0.4051614472971009,0.0025733123071644,,0.4232858842654249,229.0045359190569,159474870.37552172,7408.719074155855,0.3771142869134559,6.227746495660588e-05,658261165.2665547,5.223117444886889
3,16982.241979830953,9007.54087464834,30.47656996187376,9868.155960070892,0.4072575192519372,0.0027784792874432,,0.4244852684577785,228.7982591109709,147866400.5546658,7442.894880976551,0.3676847653867086,6.0924898056263565e-05,623503432.4220062,5.222768933307881
4,16968.819557996743,9117.497819881855,30.35853665896736,9656.67924424149,0.4119162156405932,0.0025771156043299,,0.4239531655195542,232.4527867609141,175692519.80094543,7441.992836551029,0.3773391970020435,6.284349394470162e-05,675386522.7949408,5.212261204223567
5,16897.94304065818,9034.886414817958,31.09698123894403,9621.316763401295,0.4130824198043475,0.0024736554386045,,0.4262026157339604,231.4268355515105,150235513.02986315,7419.289509443687,0.3729605974312938,6.26647088111545e-05,686061459.7537997,5.221977422808
6,16912.024110114147,8959.724798587202,31.462459021848183,9961.455124958522,0.4092256644254324,0.0028112821993352,,0.4245825606765943,233.10119495672924,126660606.8604894,7418.4600956278655,0.3650757245578051,6.16780818722934e-05,662150274.0076578,5.227678140535654
7,16957.045401831387,9143.848514302534,30.29804863431174,9853.707831705677,0.4105101791558852,0.0026811426899377,,0.4238931227710409,234.50396763120128,165810208.1724781,7449.838641307431,0.3777992913230659,6.294768200858508e-05,727945536.5686382,5.207791804909494
8,16941.148524385375,9081.871705009822,30.44351967267496,9992.635860904991,0.4096627844444471,0.0025243511761001,,0.4243434245092351,232.1829479349718,149963990.87151328,7460.429290939473,0.3685647993376729,6.200911516936634e-05,657380513.7596809,5.216213091899862
9,16961.210207156913,8936.716837904622,32.01697131745087,10015.821155732903,0.4126663701827493,0.0024831561763683,,0.4257150589234769,235.0848254652112,139228078.70149374,7388.663606764297,0.3644987657112706,6.21726966716208e-05,692502222.2885109,5.234528563331626
10,17044.22873833699,9096.064226212073,31.39830834270677,8991.135673605804,0.4143269995436536,0.0026158202229268,,0.4230497262063007,235.304105021674,173189757.70204276,7399.6309908795265,0.3706943747534517,6.364742175580637e-05,697668242.0511203,5.2183707974254965
11,17009.994135349778,9020.491885305935,31.41581736244072,10215.168377865208,0.4124519156819974,0.0026041147491657,,0.4250642329967922,229.46105712666645,157939329.41263664,7412.512337984596,0.3662556759584268,6.248617151812895e-05,650494276.1524838,5.229856181891018
12,16981.690324194456,8888.141314094446,31.82522979324097,9290.372613338868,0.4111720382888402,0.0026822817225855,,0.4250229890550492,232.67166539740973,111018573.11803894,7343.608908010013,0.3570652230935575,6.231664525063823e-05,667030376.8731893,5.24138556675957
13,16942.31575143688,9049.19691566331,30.19817070509826,9435.602889256124,0.4129202596106524,0.0026803415865366,,0.4238978011047598,234.53837481380427,167109586.10750964,7383.200060914495,0.3713139200262591,6.386255858676395e-05,692898670.1232677,5.221725600814103
14,16880.32222556188,8956.670429110225,29.60799398449988,9429.33670250225,0.4121718473793019,0.00267242093122,,0.422751947467935,228.59287812017976,128928068.01479472,7380.257317259226,0.3690943369968873,6.251186760293295e-05,647074669.3079396,5.235118626273343
15,16823.403424894917,8893.305394508978,29.91660909103493,9863.169588004972,0.4136075668322476,0.0026144321883964,,0.4239213829906991,225.32718152010875,127782989.74756886,7351.278561880991,0.366839092579809,6.241813930470587e-05,598822664.3614215,5.245172378246167
16,16828.238051558015,8957.885682407781,29.975294982725497,9231.479502211405,0.4207339641982476,0.0025922920614629,,0.4199135115747538,229.60947729081752,146558669.78535298,7309.705231224027,0.370565924589155,6.400302980708659e-05,642897872.142909,5.236324740312497
